GEO_NAME_SHORT,LE,HALE,ULE,Ratio
China,77.69785921666666,68.62467164333333,9.073187573333334,11.645914463106338
Japan,84.44263063333334,73.37844737666667,11.064183256666666,13.078915248740563
Republic of Korea,83.72106461333334,72.39225896333333,11.328805650000001,13.507010633272676
United States of America,76.41474325,63.93276159333334,12.481981656666667,16.300631144280384
