GEO_NAME_SHORT,LE,HALE,ULE,Ratio
Democratic People's Republic of Korea,72.68269263,64.75933105333333,7.923361576666667,10.862478216628228
Indonesia,68.28416322333334,60.67666726666667,7.607495956666665,11.117265049710312
Viet Nam,73.82637317333332,65.37227975,8.454093423333328,11.398652578479242
Lao People's Democratic Republic,68.27705437666667,60.43541839333333,7.8416359833333305,11.458972867535907
Solomon Islands,64.89298796666667,57.41226424333333,7.480723723333334,11.489653558137507
